0.7,0.6,316
0.5,0.5,317
0,0,318
0.7,0.6,319
0.35,0.525,320
0,0,321
0,0,322
0,0,323
0,0,324
0,0,325
0.25,0.45,326
0,0,327
0,0,328
0,0,329
0,0,330
0.325,0.4125,331
0.5,0.5,332
0.5,0.5,333
0,0,334
0.1,0.325,335
0,0,336
-0.133333333,0.75,337
0.2,0.55,338
0.5,0.625,339
0,0,340
0,0,341
0,0,342
0,0,343
0,0,344
0,0,345
0.2,0.75,346
0.35,0.525,347
0.2,0.55,348
0.7,0.6,349
0,0,350
0,0,351
0,1,352
0.7,0.6,353
0.5,0.625,354
0.35,0.625,355
0,0,356
0.5,0.5,357
0,0,358
0,0,359
0,0.1,360
0,0,361
0,0,362
0.2,0.55,363
0,0,364
0,0,365
0.3,0.725,366
0.35,0.525,367
0,0,368
0,0,369
0,0.3125,370
0.5,0.5,371
0,0,372
0,0,373
0,0,374
0,0.1,375
0,0,376
0,0.1,377
0,0.125,378
0,0,379
0,0.5,380
0,0,381
0,0,382
0,0,383
0,0.125,384
0.35,0.525,385
0.357142857,0.571428571,386
0.5,0.5,387
-0.25,0.5,388
0,0,389
0,0.1,390
0,0,391
0.7,0.9,392
0,0,393
0.266666667,0.383333333,394
0,0,395
-0.1,0.8,396
0.2,0.55,397
0.5,0.5,398
0,0,399
0.5,0.5,400
-0.0625,0.4375,401
0,0,402
0,0.357142857,403
0,0.1,404
-0.125,0.375,405
0,0.1,406
0.2,0.55,407
0,1,408
0,0,409
0.05,0.1125,410
0.2,0.55,411
0,0,412
0,0,413
0.119047619,0.232142857,414
0,0,415
-0.125,0.375,416
0.4,0.9,417
0,0,418
0.7,0.6,419
0,0,420
0,0,421
0.033333333,0.4,422
0.378571429,0.785714286,423
0,0,424
0.35,0.525,425
0,0,426
0.2,0.55,427
0.2,0.55,428
0.25,0.8125,429
0,0,430
0.1,0.1,431
0.35,0.525,432
-0.083333333,0.666666667,433
-0.35,0.333333333,434
0,0,435
0,0.4,436
0.5,0.5,437
0.6,0.9,438
0,0,439
0,0,440
0,0,441
0.2,0.55,442
0.5,0.5,443
0.2,0.55,444
0.2,0.55,445
0.266666667,0.383333333,446
0.5,0.5,447
0,0.1,448
0.35,0.525,449
0.416666667,0.416666667,450
0.5,0.5,451
0,0.1,452
0.35,0.525,453
0,0,454
0.00625,0.35,455
0.2,0.55,456
-0.016666667,0.35,457
0,0,458
0,0,459
0.266666667,0.616666667,460
0,0,461
-0.125,0.375,462
0.25,0.3,463
0,0,464
0,0,465
0.2,0.55,466
0.25,0.3,467
0.2,0.241666667,468
0.266666667,0.383333333,469
0,0,470
0,0,471
0.055,0.85,472
0.2,0.75,473
0.35,0.525,474
0,0.4,475
0,0.1,476
0,0,477
-0.125,0.575,478
0.333333333,0.366666667,479
0.333333333,0.555555556,480
0.05,0.1125,481
0.369047619,0.44047619,482
0,0,483
-0.2,0,484
0.2,0.3,485
0,0,486
0,0,487
0,0,488
0.2,0.3875,489
0,0,490
5.55E-17,0.633333333,491
0.35,0.525,492
-0.1,1,493
0,0,494
0.25,0.25,495
0,0.1125,496
0,0,497
0.266666667,0.383333333,498
0,0,499
0,0,500
0.2,0.55,501
0,0,502
0.2625,0.35,503
0.121428571,0.621428571,504
0.15,0.3625,505
0.2,0.55,506
0.2,0.4,507
0,0.125,508
0.233333333,0.383333333,509
0.5,0.5,510
0,0,511
0,0,512
0.095238095,0.645238095,513
0,0,514
0,0,515
0.0375,0.4625,516
0.35,0.525,517
0.208333333,0.333333333,518
0,0,519
0,0,520
0.35,0.525,521
0.2,0.55,522
0.116666667,0.391666667,523
0,0.1,524
0,0,525
0,0,526
0,0,527
0.5,0.5,528
0,0,529
0,0,530
0.5,0.5,531
0.2,0.55,532
0.233333333,0.352380952,533
0.35,0.525,534
0,0.1,535
0.233333333,0.383333333,536
0.45,0.7,537
0,0,538
0,0.1,539
0.2,0.75,540
0,0,541
0,0,542
-0.6,0.9,543
0.1,0.1,544
0.5,0.65,545
0.7,0.6,546
0.45,0.7,547
0.366666667,0.65,548
0.183333333,0.383333333,549
0.15,0.441666667,550
0.233333333,0.469047619,551
0.45,0.575,552
0.375,0.375,553
0.5,0.5,554
0.35,0.525,555
0.2,0.55,556
0.35,0.525,557
0,0.3,558
0.125,0.2625,559
0,0,560
0,0,561
0,0,562
0.35,0.525,563
0,0.125,564
0.366666667,0.366666667,565
0.35,0.45,566
0.15,0.4375,567
0,0,568
0.35,0.55,569
0,0,570
-0.103888889,0.650555556,571
0.2,0.55,572
0.225,0.5125,573
0.266666667,0.383333333,574
0,0,575
-0.5,0.9,576
0.5,0.5,577
0.144444444,0.786111111,578
0.1,0.25,579
0,0,580
0.2,0.3,581
0.357142857,0.571428571,582
0.169444444,0.413888889,583
0.1,0.775,584
0.1375,0.3575,585
0,0.25,586
0.35,0.85,587
0.35,0.525,588
0,0,589
0.2,0.55,590
